filepaths,labels,data set
train/banjo/068.jpg,banjo,train
train/banjo/069.jpg,banjo,train
train/banjo/070.jpg,banjo,train
train/banjo/071.jpg,banjo,train
train/banjo/072.jpg,banjo,train
train/banjo/073.jpg,banjo,train
train/banjo/074.jpg,banjo,train
train/banjo/075.jpg,banjo,train
train/banjo/076.jpg,banjo,train
train/banjo/077.jpg,banjo,train
train/banjo/078.jpg,banjo,train
train/banjo/079.jpg,banjo,train
train/banjo/080.jpg,banjo,train
train/banjo/081.jpg,banjo,train
train/banjo/082.jpg,banjo,train
train/banjo/083.jpg,banjo,train
train/banjo/084.jpg,banjo,train
train/banjo/085.jpg,banjo,train
train/banjo/086.jpg,banjo,train
train/banjo/087.jpg,banjo,train
train/banjo/088.jpg,banjo,train
train/banjo/089.jpg,banjo,train
train/banjo/090.jpg,banjo,train
train/banjo/091.jpg,banjo,train
train/banjo/092.jpg,banjo,train
train/banjo/093.jpg,banjo,train
train/banjo/094.jpg,banjo,train
train/banjo/095.jpg,banjo,train
train/banjo/096.jpg,banjo,train
train/banjo/097.jpg,banjo,train
train/banjo/098.jpg,banjo,train
train/banjo/099.jpg,banjo,train
train/banjo/100.jpg,banjo,train
train/banjo/101.jpg,banjo,train
train/banjo/102.jpg,banjo,train
train/banjo/103.jpg,banjo,train
train/banjo/104.jpg,banjo,train
train/banjo/105.jpg,banjo,train
train/banjo/106.jpg,banjo,train
train/banjo/107.jpg,banjo,train
train/banjo/108.jpg,banjo,train
train/banjo/109.jpg,banjo,train
train/banjo/110.jpg,banjo,train
train/banjo/111.jpg,banjo,train
train/banjo/112.jpg,banjo,train
train/banjo/113.jpg,banjo,train
train/banjo/114.jpg,banjo,train
train/banjo/115.jpg,banjo,train
train/banjo/116.jpg,banjo,train
train/banjo/117.jpg,banjo,train
train/banjo/118.jpg,banjo,train
train/banjo/119.jpg,banjo,train
train/banjo/120.jpg,banjo,train
train/banjo/121.jpg,banjo,train
train/banjo/122.jpg,banjo,train
train/banjo/123.jpg,banjo,train
train/banjo/124.jpg,banjo,train
train/banjo/125.jpg,banjo,train
train/banjo/126.jpg,banjo,train
train/banjo/127.jpg,banjo,train
train/banjo/128.jpg,banjo,train
train/banjo/129.jpg,banjo,train
train/banjo/130.jpg,banjo,train
train/banjo/131.jpg,banjo,train
train/banjo/132.jpg,banjo,train
train/banjo/133.jpg,banjo,train
train/banjo/134.jpg,banjo,train
train/banjo/135.jpg,banjo,train
train/banjo/136.jpg,banjo,train
train/banjo/137.jpg,banjo,train
train/banjo/138.jpg,banjo,train
train/banjo/139.jpg,banjo,train
train/banjo/140.jpg,banjo,train
train/banjo/141.jpg,banjo,train
train/banjo/142.jpg,banjo,train
train/banjo/143.jpg,banjo,train
train/banjo/144.jpg,banjo,train
train/banjo/145.jpg,banjo,train
train/banjo/146.jpg,banjo,train
train/banjo/147.jpg,banjo,train
train/banjo/148.jpg,banjo,train
train/banjo/149.jpg,banjo,train
train/banjo/150.jpg,banjo,train
train/banjo/151.jpg,banjo,train
train/banjo/152.jpg,banjo,train
train/banjo/153.jpg,banjo,train
train/banjo/154.jpg,banjo,train
train/banjo/155.jpg,banjo,train
train/bongo drum/001.jpg,bongo drum,train
train/bongo drum/002.jpg,bongo drum,train
train/bongo drum/003.jpg,bongo drum,train
train/bongo drum/004.jpg,bongo drum,train
train/bongo drum/005.jpg,bongo drum,train
train/bongo drum/006.jpg,bongo drum,train
train/bongo drum/007.jpg,bongo drum,train
train/bongo drum/008.jpg,bongo drum,train
train/bongo drum/009.jpg,bongo drum,train
train/bongo drum/010.jpg,bongo drum,train
train/bongo drum/011.jpg,bongo drum,train
train/bongo drum/012.jpg,bongo drum,train
train/bongo drum/013.jpg,bongo drum,train
train/bongo drum/014.jpg,bongo drum,train
train/bongo drum/015.jpg,bongo drum,train
train/bongo drum/016.jpg,bongo drum,train
train/bongo drum/017.jpg,bongo drum,train
train/bongo drum/018.jpg,bongo drum,train
train/bongo drum/019.jpg,bongo drum,train
train/bongo drum/020.jpg,bongo drum,train
train/bongo drum/021.jpg,bongo drum,train
train/bongo drum/022.jpg,bongo drum,train
train/bongo drum/023.jpg,bongo drum,train
train/bongo drum/024.jpg,bongo drum,train
train/bongo drum/025.jpg,bongo drum,train
train/bongo drum/026.jpg,bongo drum,train
train/bongo drum/027.jpg,bongo drum,train
train/bongo drum/028.jpg,bongo drum,train
train/bongo drum/029.jpg,bongo drum,train
train/bongo drum/030.jpg,bongo drum,train
train/bongo drum/031.jpg,bongo drum,train
train/bongo drum/032.jpg,bongo drum,train
train/bongo drum/033.jpg,bongo drum,train
train/bongo drum/034.jpg,bongo drum,train
train/bongo drum/035.jpg,bongo drum,train
train/bongo drum/036.jpg,bongo drum,train
train/bongo drum/037.jpg,bongo drum,train
train/bongo drum/038.jpg,bongo drum,train
train/bongo drum/039.jpg,bongo drum,train
train/bongo drum/040.jpg,bongo drum,train
train/bongo drum/041.jpg,bongo drum,train
train/bongo drum/042.jpg,bongo drum,train
train/bongo drum/043.jpg,bongo drum,train
train/bongo drum/044.jpg,bongo drum,train
train/bongo drum/045.jpg,bongo drum,train
train/bongo drum/046.jpg,bongo drum,train
train/bongo drum/047.jpg,bongo drum,train
train/bongo drum/048.jpg,bongo drum,train
train/bongo drum/049.jpg,bongo drum,train
train/bongo drum/050.jpg,bongo drum,train
train/bongo drum/051.jpg,bongo drum,train
train/bongo drum/052.jpg,bongo drum,train
train/bongo drum/053.jpg,bongo drum,train
train/bongo drum/054.jpg,bongo drum,train
train/bongo drum/055.jpg,bongo drum,train
train/bongo drum/056.jpg,bongo drum,train
train/bongo drum/057.jpg,bongo drum,train
train/bongo drum/058.jpg,bongo drum,train
train/bongo drum/059.jpg,bongo drum,train
train/bongo drum/060.jpg,bongo drum,train
train/bongo drum/061.jpg,bongo drum,train
train/bongo drum/062.jpg,bongo drum,train
train/bongo drum/063.jpg,bongo drum,train
train/bongo drum/064.jpg,bongo drum,train
train/bongo drum/065.jpg,bongo drum,train
train/bongo drum/066.jpg,bongo drum,train
train/bongo drum/067.jpg,bongo drum,train
train/bongo drum/068.jpg,bongo drum,train
train/bongo drum/069.jpg,bongo drum,train
train/bongo drum/070.jpg,bongo drum,train
train/bongo drum/071.jpg,bongo drum,train
train/bongo drum/072.jpg,bongo drum,train
train/bongo drum/073.jpg,bongo drum,train
train/bongo drum/074.jpg,bongo drum,train
train/bongo drum/075.jpg,bongo drum,train
train/bongo drum/076.jpg,bongo drum,train
train/bongo drum/077.jpg,bongo drum,train
train/bongo drum/078.jpg,bongo drum,train
